ZINC000191583186,5.6217303802547995,5.072461489132062,nan,4,1.5149015019717644,1.4720415536611835,1.5610762283636102,"[15, 13, 16, 17]",-79.99876896999159,[!#1:1][CX4:2]!@[CX4:3][!#1:4],specific,exact,False,8,1.1629499135175863,1.0138763654377367,nan,"[16, 13, 10, 6]",-159.99678602096148,[*:1]~[CX4:2]!@[NX4:3]~[*:4],general,exact,False,7,1.1627673850560378,1.0137656230416134,nan,"[8, 6, 10, 13]",-159.99871990689718,[*:1]~[CX4:2]!@[NX4:3]~[*:4],general,exact,False,5,1.0408019376654853,0.8903165100240227,1.2452601666364487,"[19, 18, 17, 16]",0.27343903595492763,[a:1][c:2]!@[CX4H2:3][CX4:4],specific,exact,False,3,0.34528595288770225,0.33914296320237924,0.3514895675876632,"[4, 5, 6, 8]",59.99348627709831,[!#1:1][CX4:2]!@[CX4:3][!#1:4],specific,exact,False,1,0.34522247008497436,0.33908125045590787,0.3514242249136928,"[5, 6, 8, 9]",60.00831008335173,[!#1:1][CX4:2]!@[CX4:3][!#1:4],specific,exact,False,0,0.04286473150482745,0.029821344396191996,0.056205983956472694,"[22, 23, 24, 26]",0.4458581981871364,[a:1][a:2]!@[NX3:3][!#1:4],specific,exact,False,6,0.006707819673102445,-0.022299325452382578,0.0371552753088783,"[27, 4, 5, 6]",89.99270199528779,[a:1][c:2]!@[CX4H2:3][CX4:4],specific,exact,False,2,0.00022866789331876802,-0.0032847956345907203,0.0037593249345717616,"[13, 16, 17, 18]",-179.997919361389,[!#1:1][CX4H2:2]!@[CX4H2:3][!#1:4],specific,exact,False
ZINC000159533726,3.441375091296274,2.4294311373485336,nan,4,2.1206363671576907,1.2832134972295552,nan,"[16, 1, 3, 4]",-120.00615479360211,[NH1:1][CX4:2]!@[CX3:3]=[O:4],specific,exact,False,0,0.8752468812310884,0.773987448810736,0.9962523424953412,"[14, 6, 5, 3]",-150.00414282183715,"[a:1][a:2]!@[NH1:3][C,c:4]",specific,exact,False,3,0.39562014452426714,0.3888043941382421,0.40251512333759515,"[16, 19, 20, 22]",-61.38963312922269,[!#1:1][CX4:2]!@[CX4:3][!#1:4],specific,exact,False,2,0.02694553547221107,0.014363236109127653,0.03979653843518938,"[12, 8, 9, 11]",0.01971914685897048,[a:1][a:2]!@[NX3:3][!#1:4],specific,exact,False,5,0.011319227988802583,-0.012464309920903804,0.03570014759747775,"[0, 1, 16, 18]",-179.99253735514418,[*:1]~[CX4:2]!@[NX4:3]~[*:4],general,exact,False,6,0.01114072330755745,-0.01263239662804397,0.03550998609413992,"[20, 19, 16, 1]",179.9962690609747,[*:1]~[CX4:2]!@[NX4:3]~[*:4],general,exact,False,1,0.00046621161465709715,-0.0058407323901796815,0.006750333038294087,"[4, 3, 5, 6]",0.005414872624071811,[O:1]=[CX3:2]!@[NX3H1:3][!#1:4],specific,exact,False
ZINC000151228439,3.1921530742055166,2.7767434999098652,3.7201299437708464,4,1.2261404216241005,1.0624704033253995,1.4487026903383522,"[16, 1, 3, 6]",160.0003287996878,[*:1]~[CX4:2]!@[NX4:3]~[*:4],general,exact,False,2,0.8655860990765392,0.7981722814216906,0.9413503909302561,"[3, 1, 16, 26]",-120.31533631847783,[!#1:1][CX4:2]!@[CX3H0:3][!#1:4],specific,exact,False,3,0.7072729781090781,0.5657264515554505,0.8932015389124962,"[11, 10, 7, 9]",-120.00211031322507,"[a:1][c:2]!@[CX4H0:3][N,O:4]",specific,exact,False,1,0.3450126608448394,0.3388743300494868,0.35121144468365917,"[3, 6, 7, 8]",60.0019985755962,[!#1:1][CX4:2]!@[CX4:3][!#1:4],specific,exact,False,0,0.037163165305091506,0.02428491984681108,0.050328831633650206,"[20, 19, 18, 25]",0.29323365568749254,[a:1][a:2]!@[NX3:3][!#1:4],specific,exact,False,5,0.010977749245867963,-0.012784886288973146,0.035335047272432724,"[7, 6, 3, 1]",179.99910432485186,[*:1]~[CX4:2]!@[NX4:3]~[*:4],general,exact,False
